id,created_at,user_id,path,scroll_depth
338,2024-04-29 18:15:13.832914+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?,80.625
339,2024-04-29 18:15:49.727626+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/economy/b01ec2ed-5b74-4db3-af45-241f03c18d4e/us-economy-resilience-questions-fed-rate-cuts?,80.8720112517581
340,2024-04-29 18:15:53.462249+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?,80.20833333333334
341,2024-04-29 18:16:15.027338+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/economy/b01ec2ed-5b74-4db3-af45-241f03c18d4e/us-economy-resilience-questions-fed-rate-cuts?,82.83870967741936
342,2024-04-29 18:25:26.316347+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/economy/b01ec2ed-5b74-4db3-af45-241f03c18d4e/us-economy-resilience-questions-fed-rate-cuts?,81.43459915611815
343,2024-04-29 18:37:03.362587+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/economy/b01ec2ed-5b74-4db3-af45-241f03c18d4e/us-economy-resilience-questions-fed-rate-cuts?,82.9971181556196
344,2024-04-29 18:37:09.460568+00,user_2fHkgigzGrFzFUSyXw5u6fmWJNn,/economy/a896b837-f781-45f6-9e41-5a449ad4a9f6/us-economy-resilience-questions-fed-rate-cuts?,83.60189573459715
345,2024-04-29 18:55:47.170901+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/home?,82.8125
346,2024-04-29 19:03:56.558035+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/economy/a896b837-f781-45f6-9e41-5a449ad4a9f6/us-economy-resilience-questions-fed-rate-cuts?,81.58697863682605
347,2024-04-29 19:03:58.917432+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/economy/a896b837-f781-45f6-9e41-5a449ad4a9f6/us-economy-resilience-questions-fed-rate-cuts?,82.29908443540182
348,2024-04-29 19:04:01.54152+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/economy/a896b837-f781-45f6-9e41-5a449ad4a9f6/us-economy-resilience-questions-fed-rate-cuts?,85.96134282807732
349,2024-04-29 19:06:15.451624+00,user_2fU9K3LbleJBLUzLKPq1rrFoca0,/economy/a896b837-f781-45f6-9e41-5a449ad4a9f6/us-economy-resilience-questions-fed-rate-cuts?,80.16276703967446
