id,created_at,user_id,slant,complexity,entertainment,sentiment
457,2024-05-06 11:38:38.550913+00,user_2g0rf4MAyMDvUQSGjelanxWm1ba,50,0,0,0
458,2024-05-06 11:39:05.913278+00,user_2g0rf4MAyMDvUQSGjelanxWm1ba,50,0,100,0
459,2024-05-06 12:49:22.55616+00,user_2g0rf4MAyMDvUQSGjelanxWm1ba,50,0,0,0
460,2024-05-06 13:12:15.681637+00,user_2g0rf4MAyMDvUQSGjelanxWm1ba,100,0,0,0
461,2024-05-06 13:12:25.385179+00,user_2g0rf4MAyMDvUQSGjelanxWm1ba,0,0,0,0
462,2024-05-06 13:12:33.517062+00,user_2g0rf4MAyMDvUQSGjelanxWm1ba,50,100,0,0
463,2024-05-06 13:14:13.670753+00,user_2g0rf4MAyMDvUQSGjelanxWm1ba,50,0,0,100
464,2024-05-06 13:14:45.773011+00,user_2g0rf4MAyMDvUQSGjelanxWm1ba,50,0,0,0
465,2024-05-06 15:25:23.445522+00,user_2g0rf4MAyMDvUQSGjelanxWm1ba,50,0,0,0
466,2024-05-06 18:25:29.312116+00,user_2g0rf4MAyMDvUQSGjelanxWm1ba,50,0,0,0
467,2024-05-06 19:06:25.889966+00,user_2g0rf4MAyMDvUQSGjelanxWm1ba,50,0,0,0
468,2024-05-06 20:32:28.199271+00,user_2g0XWvlLvSUT1xsW1jkbkp4orYi,50,0,0,0
469,2024-05-06 20:33:46.425637+00,user_2g6owFZEWj02UuYkys7FSBVNWbM,50,0,0,0
470,2024-05-06 20:34:18.564916+00,user_2g6owFZEWj02UuYkys7FSBVNWbM,50,0,100,0
471,2024-05-06 20:35:03.056839+00,user_2g6owFZEWj02UuYkys7FSBVNWbM,50,100,0,0
472,2024-05-06 20:35:18.086057+00,user_2g6owFZEWj02UuYkys7FSBVNWbM,50,0,0,100
473,2024-05-06 20:35:29.135848+00,user_2g6owFZEWj02UuYkys7FSBVNWbM,100,0,0,0
474,2024-05-06 21:27:53.416352+00,user_2g0rf4MAyMDvUQSGjelanxWm1ba,50,0,0,0
475,2024-05-07 03:51:51.719606+00,user_2g0rf4MAyMDvUQSGjelanxWm1ba,50,0,0,0
476,2024-05-07 13:14:47.9183+00,user_2g6owFZEWj02UuYkys7FSBVNWbM,50,0,0,0
477,2024-05-07 13:15:27.689753+00,user_2g0rf4MAyMDvUQSGjelanxWm1ba,50,0,0,0
478,2024-05-07 13:38:59.126306+00,user_2g0rf4MAyMDvUQSGjelanxWm1ba,50,0,0,0
479,2024-05-07 13:39:27.34627+00,user_2fubEqFupXMtlGz9D2mSCro6Upu,50,0,0,0
480,2024-05-07 13:39:48.846493+00,user_2fubEqFupXMtlGz9D2mSCro6Upu,50,0,0,100
481,2024-05-07 13:40:38.713041+00,user_2fubEqFupXMtlGz9D2mSCro6Upu,50,0,100,0
482,2024-05-07 13:41:41.259125+00,user_2fubEqFupXMtlGz9D2mSCro6Upu,100,0,0,0
483,2024-05-07 13:41:58.688069+00,user_2fubEqFupXMtlGz9D2mSCro6Upu,0,0,0,0
484,2024-05-07 13:44:41.900189+00,user_2g0rf4MAyMDvUQSGjelanxWm1ba,100,0,0,0
485,2024-05-07 13:49:50.563661+00,user_2g0rf4MAyMDvUQSGjelanxWm1ba,50,0,0,0
486,2024-05-07 13:50:36.538753+00,user_2g0rf4MAyMDvUQSGjelanxWm1ba,100,0,0,0
487,2024-05-07 14:51:31.145434+00,user_2g0XWvlLvSUT1xsW1jkbkp4orYi,50,0,0,0
488,2024-05-07 14:54:20.821963+00,user_2fvB9y7IeaXVbRY8tfNgvplLjfH,50,50,50,50
489,2024-05-07 14:54:41.653484+00,user_2fvB9y7IeaXVbRY8tfNgvplLjfH,50,50,50,50
490,2024-05-07 14:56:15.668178+00,user_2g0XWvlLvSUT1xsW1jkbkp4orYi,50,0,0,0
491,2024-05-07 14:56:18.053916+00,user_2g0XWvlLvSUT1xsW1jkbkp4orYi,50,0,0,0
492,2024-05-07 15:08:52.259885+00,user_2g0XWvlLvSUT1xsW1jkbkp4orYi,50,0,0,0
493,2024-05-07 15:13:33.40247+00,user_2g913nycxJXlAJuYDnFRhzEJ23d,50,0,0,0
494,2024-05-07 15:14:21.718189+00,user_2g913nycxJXlAJuYDnFRhzEJ23d,0,0,0,0
495,2024-05-07 15:23:00.851947+00,user_2fvB9y7IeaXVbRY8tfNgvplLjfH,50,0,0,0
496,2024-05-07 15:24:55.829425+00,user_2fvB9y7IeaXVbRY8tfNgvplLjfH,50,0,0,0
497,2024-05-07 15:25:22.036215+00,user_2fvB9y7IeaXVbRY8tfNgvplLjfH,50,0,0,0
498,2024-05-07 16:17:46.396233+00,user_2g0XWvlLvSUT1xsW1jkbkp4orYi,100,0,0,0
499,2024-05-07 16:26:12.519132+00,user_2g0XWvlLvSUT1xsW1jkbkp4orYi,0,0,0,0
500,2024-05-07 16:36:28.203675+00,user_2g0rf4MAyMDvUQSGjelanxWm1ba,100,0,0,0
501,2024-05-07 16:53:34.317798+00,user_2g0XWvlLvSUT1xsW1jkbkp4orYi,0,0,0,0
502,2024-05-07 16:59:14.722355+00,user_2g0XWvlLvSUT1xsW1jkbkp4orYi,0,0,0,0
503,2024-05-07 17:02:03.274969+00,user_2g0XWvlLvSUT1xsW1jkbkp4orYi,0,0,0,0
504,2024-05-07 17:03:53.680761+00,user_2g0XWvlLvSUT1xsW1jkbkp4orYi,0,0,0,0
505,2024-05-07 17:18:37.159246+00,user_2g6owFZEWj02UuYkys7FSBVNWbM,50,0,0,0
506,2024-05-07 17:19:11.230865+00,user_2g6owFZEWj02UuYkys7FSBVNWbM,50,0,100,0
507,2024-05-07 17:19:25.620994+00,user_2g6owFZEWj02UuYkys7FSBVNWbM,50,100,0,0
508,2024-05-07 17:19:33.797837+00,user_2g6owFZEWj02UuYkys7FSBVNWbM,0,0,0,0
509,2024-05-07 17:19:52.642971+00,user_2g6owFZEWj02UuYkys7FSBVNWbM,50,100,0,0
510,2024-05-07 17:28:53.899944+00,user_2g0rf4MAyMDvUQSGjelanxWm1ba,50,0,0,0
511,2024-05-07 17:29:17.690241+00,user_2g0rf4MAyMDvUQSGjelanxWm1ba,100,0,0,0
512,2024-05-07 17:58:38.792164+00,user_2g0XWvlLvSUT1xsW1jkbkp4orYi,0,0,0,0
513,2024-05-07 19:18:11.687251+00,user_2g0rf4MAyMDvUQSGjelanxWm1ba,0,0,0,0
514,2024-05-07 19:18:23.87032+00,user_2g0rf4MAyMDvUQSGjelanxWm1ba,50,100,0,0
515,2024-05-07 19:33:43.670694+00,user_2g0rf4MAyMDvUQSGjelanxWm1ba,50,0,100,0
516,2024-05-07 19:55:48.599725+00,user_2g0XWvlLvSUT1xsW1jkbkp4orYi,50,0,0,0
